date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:56	10019/10019	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:35:42%20GMT	https://preview.colorlib.com/theme/timezone/login.html	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/login.html	(from https://preview.colorlib.com/theme/timezone/)
15:32:56	11621/11621	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:35:39%20GMT	https://preview.colorlib.com/theme/timezone/cart.html	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/cart.html	(from https://preview.colorlib.com/theme/timezone/)
15:32:57	32417/32417	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:35:41%20GMT	https://preview.colorlib.com/theme/timezone/elements.html	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/elements.html	(from https://preview.colorlib.com/theme/timezone/)
15:32:57	10838/10838	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:35:40%20GMT	https://preview.colorlib.com/theme/timezone/confirmation.html	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/confirmation.html	(from https://preview.colorlib.com/theme/timezone/)
15:32:58	14357/14357	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:35:39%20GMT	https://preview.colorlib.com/theme/timezone/checkout.html	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/checkout.html	(from https://preview.colorlib.com/theme/timezone/)
15:32:58	42701/42701	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:35:40%20GMT	https://preview.colorlib.com/theme/timezone/contact.html	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/contact.html	(from https://preview.colorlib.com/theme/timezone/)
15:32:58	2193/2193	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2010:02:59%20GMT	https://preview.colorlib.com/theme/timezone/industries.html	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/industries.html	(from https://preview.colorlib.com/theme/timezone/)
15:33:00	282611/282611	---M--	200	added ('OK')	image/png	etag:%2244ff3-5a4bf640f8200%22	https://preview.colorlib.com/theme/timezone/assets/img/hero/watch.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/hero/watch.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:00	388748/388748	---M--	200	added ('OK')	image/png	etag:%225ee8c-5a4bf6282c780%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/new_product1.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/new_product1.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:00	201429/201429	---M--	200	added ('OK')	image/png	etag:%22312d5-5a4bf62a14c00%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/new_product3.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/new_product3.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:01	378634/378634	---M--	200	added ('OK')	image/png	etag:%225c70a-5a4bf629209c0%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/new_product2.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/new_product2.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:01	572441/572441	---M--	200	added ('OK')	image/png	etag:%228bc19-5a4bf62367c40%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/gallery2.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/gallery2.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:02	965739/965739	---M--	200	added ('OK')	image/png	etag:%22ebc6b-5a4bf62273a00%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/gallery1.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/gallery1.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:02	330475/330475	---M--	200	added ('OK')	image/png	etag:%2250aeb-5a4bf625500c0%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/gallery3.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/gallery3.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:02	149172/149172	---M--	200	added ('OK')	image/png	etag:%22246b4-5a4bf62bfd080%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/popular1.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/popular1.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:03	376941/376941	---M--	200	added ('OK')	image/png	etag:%225c06d-5a4bf62738540%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/gallery4.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/gallery4.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:04	136615/136615	---M--	200	added ('OK')	image/png	etag:%22215a7-5a4bf62cf12c0%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/popular2.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/popular2.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:04	146847/146847	---M--	200	added ('OK')	image/png	etag:%2223d9f-5a4bf62ed9740%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/popular3.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/popular3.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:04	143754/143754	---M--	200	added ('OK')	image/png	etag:%222318a-5a4bf62fcd980%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/popular4.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/popular4.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:05	141125/141125	---M--	200	added ('OK')	image/png	etag:%2222745-5a4bf630c1bc0%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/popular5.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/popular5.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:05	2193/2193	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2010:03:05%20GMT	https://preview.colorlib.com/theme/timezone/catagori.html	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/catagori.html	(from https://preview.colorlib.com/theme/timezone/)
15:33:05	134400/134400	---M--	200	added ('OK')	image/png	etag:%2220d00-5a4bf631b5e00%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/popular6.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/popular6.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:06	251473/251473	---M--	200	added ('OK')	image/png	etag:%223d651-5a4bf61cbac80%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/choce_watch1.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/choce_watch1.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:06	1029/1029	---M--	200	added ('OK')	image/png	etag:%22405-5a4bf644c8b00%22	https://preview.colorlib.com/theme/timezone/assets/img/logo/logo2_footer.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/logo/logo2_footer.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:06	240908/240908	---M--	200	added ('OK')	image/png	etag:%223ad0c-5a4bf61f97340%22	https://preview.colorlib.com/theme/timezone/assets/img/gallery/choce_watch2.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/img/gallery/choce_watch2.png	(from https://preview.colorlib.com/theme/timezone/)
15:33:06	8636/8636	---M-Z	200	added ('OK')	application/javascript	etag:%2221bc-5a4bf67a30900-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/vendor/modernizr-3.5.0.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:07	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:%2217b8b-5a4bf67a30900-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/vendor/jquery-1.12.4.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:08	21004/21004	---M-Z	200	added ('OK')	application/javascript	etag:%22520c-5a4bf57d774c0-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/popper.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/popper.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:08	48944/48944	---M-Z	200	added ('OK')	application/javascript	etag:%22bf30-5a4bf56f29300-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:09	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5a4bf575d62c0-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/jquery.slicknav.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:09	44245/44245	---M-Z	200	added ('OK')	application/javascript	etag:%22acd5-5a4bf57c83280-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:09	33293/33293	---M-Z	200	added ('OK')	application/javascript	etag:%22820d-5a4bf57e6b700-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/slick.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/slick.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:10	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5a4bf58330240-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/wow.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/wow.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:10	5532/5532	---M-Z	200	added ('OK')	application/javascript	etag:%22159c-5a4bf56e350c0-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/animated.headline.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/animated.headline.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:11	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-5a4bf573ede40-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/jquery.magnific-popup.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/jquery.magnific-popup.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:11	2035/2035	---M-Z	200	added ('OK')	application/javascript	etag:%227f3-5a4bf575d62c0-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/jquery.scrollUp.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/jquery.scrollUp.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:11	2942/2942	---M-Z	200	added ('OK')	application/javascript	etag:%22b7e-5a4bf574e2080-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/jquery.nice-select.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:12	10085/10085	---M-Z	200	added ('OK')	application/javascript	etag:%222765-5a4bf576ca500-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/jquery.sticky.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/jquery.sticky.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:12	3108/3108	---M-Z	200	added ('OK')	application/javascript	etag:%22c24-5a4bf5701d540-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/contact.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/contact.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:13	41095/41095	---M-Z	200	added ('OK')	application/javascript	etag:%22a087-5a4bf573ede40-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/jquery.form.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/jquery.form.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:13	21068/21068	---M-Z	200	added ('OK')	application/javascript	etag:%22524c-5a4bf576ca500-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/jquery.validate.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/jquery.validate.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:13	1230/1230	---M-Z	200	added ('OK')	application/javascript	etag:%224ce-5a4bf578b2980-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/mail-script.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/mail-script.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:14	4820/4820	---M-Z	200	added ('OK')	application/javascript	etag:%2212d4-5a4bf572059c0-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/jquery.ajaxchimp.min.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:14	760/760	---M-Z	200	added ('OK')	application/javascript	etag:%222f8-5a4bf57c83280-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/plugins.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/plugins.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:15	14520/14520	---M-Z	200	added ('OK')	application/javascript	etag:%2238b8-5a4bf579a6bc0-gzip%22	https://preview.colorlib.com/theme/timezone/assets/js/main.js	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/js/main.js	(from https://preview.colorlib.com/theme/timezone/)
15:33:15	2193/2193	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2010:03:15%20GMT	https://preview.colorlib.com/theme/timezone/assets/css/owl.video.play.png	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/css/owl.video.play.png	(from https://preview.colorlib.com/theme/timezone/assets/css/owl.carousel.min.css)
15:33:15	2426/2426	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2297a-5a4bf563b7800%22	https://preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.eot	(from https://preview.colorlib.com/theme/timezone/assets/css/flaticon.css)
15:33:16	2426/2426	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2297a-5a4bf563b7800%22	https://preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/Flaticond41d.eot	(from https://preview.colorlib.com/theme/timezone/assets/css/flaticon.css)
15:33:16	1156/1156	---M--	200	added ('OK')	font/woff2	etag:%22484-5a4bf56788100%22	https://preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.woff2	(from https://preview.colorlib.com/theme/timezone/assets/css/flaticon.css)
15:33:16	1636/1636	---M--	200	added ('OK')	font/woff	etag:%22664-5a4bf56693ec0%22	https://preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.woff	(from https://preview.colorlib.com/theme/timezone/assets/css/flaticon.css)
15:33:17	2248/2248	---MCZ	200	added ('OK')	font/ttf	etag:W/%228c8-5a4bf56693ec0%22	https://preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.ttf	(from https://preview.colorlib.com/theme/timezone/assets/css/flaticon.css)
15:33:17	6082/6082	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2217c2-5a4bf564aba40%22	https://preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/Flaticon.svg	(from https://preview.colorlib.com/theme/timezone/assets/css/flaticon.css)
15:33:17	98620/98620	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221813c-5a4bf55939f40%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.eot	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
15:33:18	98620/98620	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221813c-5a4bf55939f40%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400d41d.eot	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
15:33:18	54420/54420	---M--	200	added ('OK')	font/woff2	etag:%22d494-5a4bf55d0a840%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.woff2	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
15:33:18	63712/63712	---M--	200	added ('OK')	font/woff	etag:%22f8e0-5a4bf55c16600%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.woff	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
15:33:19	98384/98384	---MCZ	200	added ('OK')	font/ttf	etag:W/%2218050-5a4bf55d0a840%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.ttf	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
15:33:19	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-5a4bf55dfea80%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-regular-400.eot	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
15:33:19	507478/507478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227be56-5a4bf55b223c0%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-brands-400.svg	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
15:33:20	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-5a4bf55dfea80%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-regular-400d41d.eot	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
15:33:20	12220/12220	---M--	200	added ('OK')	font/woff2	etag:%222fbc-5a4bf560db140%22	https://preview.colorlib.com/theme/timezone/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/watchsite/preview.colorlib.com/theme/timezone/assets/fonts/fa-regular-400.woff2	(from https://preview.colorlib.com/theme/timezone/assets/css/fontawesome-all.min.css)
